airfoil,alpha,CL,CD
NACA2406,0.5,0.279,0.00869
NACA2406,0.6,0.2929,0.00868
NACA2406,0.7,0.3091,0.00866
NACA2406,0.8,0.3265,0.00863
NACA2406,0.9,0.3447,0.00859
NACA2406,1.0,0.3584,0.00857
NACA2406,1.1,0.3716,0.00855
NACA2406,1.2,0.387,0.00851
NACA2406,1.3,0.403,0.00845
NACA2406,1.4,0.4133,0.00845
NACA2406,1.5,0.426,0.00841
NACA2406,1.6,0.4398,0.00837
NACA2406,1.7,0.4502,0.00836
NACA2406,1.8,0.4614,0.00834
NACA2406,1.9,0.4738,0.00831
NACA2406,2.0,0.4835,0.00832
NACA2406,2.1,0.4944,0.00831
NACA2406,2.2,0.5053,0.00831
NACA2406,2.3,0.5153,0.00833
NACA2406,2.4,0.526,0.00834
NACA2406,2.5,0.5359,0.00837
NACA2406,2.6,0.5462,0.0084
NACA2406,2.7,0.5559,0.00843
NACA2406,2.8,0.5655,0.00848
NACA2406,2.9,0.5748,0.00853
NACA2406,3.0,0.584,0.00861
NACA2406,3.1,0.5934,0.0087
NACA2406,3.2,0.6028,0.00882
NACA2406,3.3,0.6121,0.00896
NACA2406,3.4,0.6216,0.0091
NACA2406,3.5,0.6309,0.00926
NACA2406,3.6,0.6401,0.00944
NACA2406,3.8,0.6575,0.00993
NACA2406,4.0,0.6732,0.0107
NACA2406,4.1,0.6756,0.01199
NACA2406,4.2,0.6793,0.01345
NACA2406,4.3,0.6878,0.01408
NACA2406,4.4,0.6972,0.01455
NACA2406,4.5,0.7052,0.01523
NACA2406,4.6,0.7148,0.01567
NACA2406,4.7,0.7241,0.01614
NACA2406,4.8,0.7332,0.01666
NACA2406,4.9,0.7404,0.01764
NACA2406,5.0,0.7515,0.01771
NACA2406,5.1,0.7612,0.01813
NACA2406,5.2,0.7705,0.01872
NACA2406,5.3,0.7789,0.01973
NACA2406,5.4,0.7879,0.021
NACA2406,5.5,0.7984,0.02162
NACA2406,5.6,0.8088,0.02241
NACA2406,5.7,0.8191,0.02332
NACA2406,5.8,0.8293,0.02433
NACA2406,5.9,0.8393,0.02544
NACA2406,6.0,0.8489,0.02666
NACA2406,6.1,0.8581,0.02814
NACA2406,6.2,0.8664,0.03005
NACA2406,6.3,0.8765,0.03117
NACA2406,6.4,0.8875,0.03243
NACA2406,6.5,0.8945,0.03467
NACA2406,6.6,0.9085,0.04212
NACA2406,6.7,0.9153,0.04341
NACA2406,6.8,0.922,0.04482
NACA2406,6.9,0.929,0.04663
NACA2406,7.0,0.9355,0.05011
NACA2406,7.1,0.9318,0.04938
NACA2406,7.2,0.9364,0.0507
NACA2406,7.3,0.941,0.05207
NACA2406,7.4,0.9461,0.05349
NACA2406,7.5,0.9513,0.05509
NACA2406,7.7,0.9551,0.06398
NACA2406,7.8,0.9534,0.06326
NACA2406,7.9,0.9467,0.06261
NACA2406,8.0,0.9459,0.06418
NACA2406,8.1,0.9459,0.06563
NACA2406,8.2,0.9615,0.07086
NACA2406,8.3,0.9581,0.07173
NACA2406,8.4,0.9533,0.07229
NACA2406,8.5,0.9465,0.07312
NACA2406,8.6,0.9397,0.07452
NACA2406,8.7,0.9332,0.07615
NACA2406,8.8,0.9265,0.0778
NACA2406,8.9,0.9198,0.07955
NACA2406,9.0,0.9134,0.08142
NACA2406,9.1,0.9073,0.08344
NACA2406,9.2,0.9016,0.08558
NACA2406,9.3,0.8962,0.08788
NACA2406,9.4,0.8912,0.09031
NACA2406,9.5,0.8866,0.09288
NACA2406,9.6,0.8825,0.0956
NACA2406,9.7,0.8788,0.09848
NACA2406,9.8,0.8757,0.10157
NACA2406,9.9,0.8729,0.10471
NACA2406,10.0,0.8702,0.10778
NACA2406,10.1,0.8677,0.11075
NACA2406,10.2,0.8653,0.11364
NACA2406,10.3,0.863,0.11645
NACA2406,10.4,0.8607,0.11919
NACA2406,10.5,0.8586,0.12181
NACA2406,10.6,0.8568,0.12428
NACA2406,10.7,0.8553,0.12659
NACA2406,10.8,0.8544,0.1287
NACA2406,10.9,0.8545,0.13047
NACA2406,11.0,0.8624,0.12817
NACA2406,11.1,0.8614,0.1307
NACA2406,11.2,0.8606,0.13315
NACA2406,11.3,0.8599,0.13554
NACA2406,11.4,0.8593,0.13788
NACA2406,11.5,0.8581,0.14031
NACA2406,11.6,0.857,0.1427
NACA2406,11.7,0.856,0.14509
NACA2406,11.8,0.8548,0.14749
NACA2406,11.9,0.8539,0.14979
NACA2406,12.0,0.8536,0.15193
NACA2406,12.1,0.8537,0.15395
NACA2406,12.2,0.8541,0.15589
NACA2406,12.3,0.8548,0.15776
NACA2406,12.4,0.8556,0.15956
NACA2406,12.5,0.8567,0.16131
NACA2406,12.6,0.8581,0.16299
NACA2406,12.7,0.8597,0.1646
NACA2406,12.8,0.8617,0.16612
NACA2406,12.9,0.8642,0.16752
NACA2406,13.0,0.8675,0.16879
NACA2406,13.1,0.8707,0.17034
NACA2406,13.2,0.8696,0.17356
NACA2406,13.3,0.8708,0.17553
NACA2406,13.4,0.872,0.17747
NACA2406,13.5,0.8734,0.17939
NACA2406,13.6,0.8744,0.18132
NACA2406,13.7,0.8755,0.18322
NACA2406,13.8,0.8765,0.18508
NACA2406,13.9,0.8776,0.1869
NACA2406,14.0,0.8784,0.18869
NACA2406,14.1,0.8788,0.19041
NACA2406,14.2,0.8792,0.19206
NACA2406,14.3,0.8804,0.19379
NACA2406,14.4,0.882,0.19554
NACA2406,14.5,0.8839,0.19729
NACA2406,14.6,0.8859,0.19902
NACA2406,14.7,0.888,0.20073
NACA2406,14.8,0.8901,0.20242
NACA2406,14.9,0.8924,0.2041
NACA2406,15.0,0.8946,0.20575
NACA2408,0.0,0.2543,0.00906
NACA2408,0.1,0.2701,0.00901
NACA2408,0.2,0.2866,0.00895
NACA2408,0.3,0.2996,0.00892
NACA2408,0.4,0.3103,0.0089
NACA2408,0.5,0.3237,0.00885
NACA2408,0.6,0.3377,0.00879
NACA2408,0.7,0.349,0.00877
NACA2408,0.8,0.3593,0.00875
NACA2408,0.9,0.3713,0.00871
NACA2408,1.0,0.3841,0.00867
NACA2408,1.1,0.3933,0.00868
NACA2408,1.2,0.404,0.00867
NACA2408,1.3,0.4157,0.00864
NACA2408,1.4,0.4258,0.00865
NACA2408,1.5,0.436,0.00866
NACA2408,1.6,0.4471,0.00865
NACA2408,1.7,0.4575,0.00867
NACA2408,1.8,0.4677,0.0087
NACA2408,2.0,0.4889,0.00875
NACA2408,2.1,0.4992,0.00878
NACA2408,2.2,0.5098,0.00882
NACA2408,2.3,0.5202,0.00887
NACA2408,2.4,0.5305,0.00892
NACA2408,2.5,0.541,0.00898
NACA2408,2.6,0.5513,0.00903
NACA2408,2.7,0.5617,0.00909
NACA2408,2.8,0.5721,0.00918
NACA2408,2.9,0.5824,0.00923
NACA2408,3.0,0.5926,0.00931
NACA2408,3.1,0.6029,0.00939
NACA2408,3.2,0.613,0.00946
NACA2408,3.3,0.623,0.00957
NACA2408,3.4,0.6332,0.00963
NACA2408,3.5,0.6431,0.00974
NACA2408,3.6,0.6532,0.00982
NACA2408,3.7,0.6631,0.00993
NACA2408,3.8,0.6732,0.01003
NACA2408,3.9,0.6831,0.01014
NACA2408,4.0,0.6931,0.01025
NACA2408,4.1,0.7029,0.01037
NACA2408,4.2,0.7129,0.01049
NACA2408,4.3,0.7225,0.01063
NACA2408,4.4,0.7324,0.01075
NACA2408,4.5,0.7418,0.01093
NACA2408,4.6,0.7513,0.01108
NACA2408,4.7,0.7608,0.01125
NACA2408,4.8,0.77,0.01144
NACA2408,4.9,0.7788,0.01168
NACA2408,5.0,0.7867,0.01201
NACA2408,5.1,0.7936,0.01247
NACA2408,5.2,0.7992,0.01316
NACA2408,5.3,0.8043,0.014
NACA2408,5.4,0.8106,0.01475
NACA2408,5.5,0.8177,0.01539
NACA2408,5.6,0.8261,0.01586
NACA2408,5.7,0.8335,0.01644
NACA2408,5.8,0.8426,0.0168
NACA2408,5.9,0.8493,0.01746
NACA2408,6.0,0.8589,0.01774
NACA2408,6.1,0.8679,0.01809
NACA2408,6.2,0.8758,0.01861
NACA2408,6.3,0.8819,0.01949
NACA2408,6.4,0.8913,0.01986
NACA2408,6.5,0.9003,0.02032
NACA2408,6.6,0.9092,0.02083
NACA2408,6.7,0.918,0.02136
NACA2408,6.8,0.9267,0.02194
NACA2408,6.9,0.9352,0.02269
NACA2408,7.0,0.9436,0.02381
NACA2408,7.1,0.9525,0.02525
NACA2408,7.2,0.9622,0.02563
NACA2408,7.3,0.9717,0.02598
NACA2408,7.4,0.9809,0.02636
NACA2408,7.5,0.9898,0.02674
NACA2408,7.6,0.9985,0.02726
NACA2408,7.7,1.0071,0.02799
NACA2408,7.8,1.0154,0.02878
NACA2408,7.9,1.0233,0.02978
NACA2408,8.0,1.0304,0.03128
NACA2408,8.1,1.0356,0.03349
NACA2408,8.2,1.0413,0.03471
NACA2408,8.3,1.0475,0.03558
NACA2408,8.4,1.053,0.03667
NACA2408,8.5,1.0577,0.03793
NACA2408,8.6,1.0615,0.03931
NACA2408,8.7,1.0646,0.04078
NACA2408,8.8,1.0668,0.04234
NACA2408,8.9,1.0683,0.04396
NACA2408,9.0,1.0689,0.04563
NACA2408,9.1,1.0686,0.04735
NACA2408,9.2,1.0676,0.04913
NACA2408,9.3,1.0658,0.051
NACA2408,9.4,1.0631,0.05307
NACA2408,9.5,1.065,0.05546
NACA2408,9.6,1.0674,0.05603
NACA2408,9.7,1.0681,0.05655
NACA2408,9.8,1.0291,0.06157
NACA2408,9.9,1.0194,0.06352
NACA2408,10.0,1.0099,0.06543
NACA2408,10.1,1.0009,0.06737
NACA2408,10.2,0.992,0.06939
NACA2408,10.3,0.9833,0.07151
NACA2408,10.4,0.9746,0.07374
NACA2408,10.5,0.9661,0.07614
NACA2408,10.6,0.9576,0.0787
NACA2408,10.7,0.9492,0.08141
NACA2408,10.8,0.9411,0.08428
NACA2408,10.9,0.9336,0.08725
NACA2408,11.0,0.9261,0.09038
NACA2408,11.1,0.4254,0.00322
NACA2408,11.2,0.4253,0.00366
NACA2408,11.3,0.4226,0.00414
NACA2408,11.4,0.419,0.00464
NACA2408,11.5,0.4151,0.00516
NACA2408,11.6,0.4111,0.00571
NACA2408,11.7,0.407,0.00629
NACA2408,11.8,0.403,0.00689
NACA2408,11.9,0.3989,0.00753
NACA2408,12.0,0.395,0.0082
NACA2408,12.1,0.391,0.00892
NACA2408,12.2,0.3869,0.00966
NACA2408,12.3,0.3819,0.01045
NACA2408,12.5,0.3296,0.01996
NACA2408,12.6,0.3287,0.0219
NACA2408,12.7,0.3295,0.02353
NACA2408,12.8,0.3321,0.02492
NACA2408,13.0,0.8565,0.15518
NACA2408,13.1,0.8594,0.15648
NACA2408,13.2,0.8625,0.15778
NACA2408,13.3,0.866,0.15921
NACA2408,13.4,0.8636,0.16274
NACA2408,13.5,0.8635,0.165
NACA2408,13.6,0.8636,0.16718
NACA2408,13.7,0.8637,0.16934
NACA2408,13.8,0.8629,0.17161
NACA2408,13.9,0.8616,0.17388
NACA2408,14.0,0.8593,0.17626
NACA2408,14.1,0.8565,0.17873
NACA2408,14.2,0.856,0.18077
NACA2408,14.3,0.8566,0.18262
NACA2408,14.4,0.8577,0.18441
NACA2408,14.5,0.859,0.18615
NACA2408,14.6,0.8606,0.18784
NACA2408,14.7,0.8624,0.1895
NACA2408,14.8,0.8644,0.1911
NACA2408,14.9,0.8665,0.19268
NACA2408,15.0,0.8688,0.19423
